date,latitude,longitude,state,district,rainfall_mm,temperature,humidity,elevation_m,slope_degree,soil_type,river_level,road_condition,traffic_level,historical_incidents,incident_type,incident_severity,road_blocked,delay_minutes
2024-11-23,26.0075,94.2007,Nagaland,Kohima,2.6,17.4,59.2,1700,9.4,Mountain Soil,2.88,Fair,High,0,None,None,False,11
2024-11-23,29.3644,93.4465,Arunachal Pradesh,Papum Pare,0.5,25.8,55.9,1491,22.5,Alluvial,3.6,Good,Low,0,None,None,False,0
2024-11-23,22.8021,93.023,Mizoram,Serchhip,0.4,13.9,63.4,1693,11.5,Clayey,3.38,Under Construction,Moderate,4,Fog/Visibility,Medium,False,79
2024-11-23,27.0117,88.7755,Sikkim,North Sikkim,0.0,17.0,41.0,2195,13.5,Clayey,5.92,Good,High,0,None,None,False,15
2024-11-23,27.8159,96.8324,Arunachal Pradesh,Tawang,0.9,2.9,41.5,2987,10.3,Red Loamy,3.42,Fair,Low,1,None,None,False,21
2024-11-25,26.4159,90.7777,Assam,Cachar,1.7,20.3,74.9,176,11.2,Laterite,2.65,Poor,High,5,Traffic Jam,High,False,81
2024-11-25,26.6875,94.9201,Nagaland,Mokokchung,0.4,20.2,70.3,282,5.3,Mountain Soil,3.36,Damaged,High,2,Fallen Tree,Low,False,61
2024-11-26,22.7757,93.1307,Mizoram,Mamit,2.3,19.8,52.4,1176,0.6,Forest Soil,1.81,Fair,Low,0,None,None,False,8
2024-11-26,27.0341,88.7669,Sikkim,North Sikkim,1.9,16.9,63.4,1968,24.0,Laterite,2.24,Good,Moderate,0,None,None,False,0
2024-11-27,26.7142,94.5214,Arunachal Pradesh,East Siang,0.3,24.2,45.2,474,0.0,Alluvial,3.6,Good,High,0,None,None,False,12
2024-11-27,24.0238,92.5907,Mizoram,Kolasib,0.5,11.2,47.8,709,8.9,Clayey,2.73,Good,Low,0,None,None,False,11
2024-11-28,25.6788,90.3365,Meghalaya,West Garo Hills,0.6,16.7,49.4,1100,4.2,Laterite,5.03,Good,Low,0,None,None,False,9
2024-11-28,27.3926,88.2699,Sikkim,South Sikkim,0.0,19.9,64.6,1198,17.0,Alluvial,5.38,Fair,Moderate,0,None,None,False,10
2024-11-28,23.9482,94.0212,Manipur,Imphal East,0.0,14.7,51.0,1286,0.0,Mountain Soil,4.31,Fair,Low,1,None,None,False,6
2024-11-29,26.0071,92.3575,Meghalaya,East Khasi Hills,1.6,20.4,78.5,1164,14.2,Mountain Soil,3.18,Fair,High,1,None,None,False,12
2024-11-29,24.4348,92.7344,Mizoram,Kolasib,2.0,15.3,64.3,1122,0.0,Clayey,3.12,Good,High,0,None,None,False,18
2024-11-29,22.7832,93.1347,Mizoram,Mamit,0.5,21.7,44.1,901,3.2,Red Loamy,6.37,Good,High,0,None,None,False,18
2024-11-29,24.5044,93.7332,Manipur,Imphal East,7.4,13.6,46.3,1291,4.0,Mountain Soil,1.82,Good,Low,0,None,None,False,0
2024-11-30,25.7765,95.1842,Nagaland,Kohima,3.1,21.5,64.7,1262,23.0,Clayey,3.13,Good,Moderate,0,None,None,False,7
2024-11-30,28.4707,95.0636,Arunachal Pradesh,Tawang,9.9,8.3,46.4,552,8.4,Clayey,5.8,Fair,Low,0,None,None,False,11
2024-11-30,24.706,94.2379,Manipur,Imphal West,2.9,11.6,38.4,1653,6.0,Sandy Loam,4.59,Fair,Moderate,0,None,None,False,5
2024-11-30,25.5254,91.5482,Meghalaya,East Khasi Hills,7.3,16.5,53.8,784,18.1,Red Loamy,5.51,Good,Low,2,None,None,False,4
2024-11-30,27.0439,92.0162,Assam,Cachar,1.5,26.9,57.6,130,0.0,Clayey,3.49,Fair,Moderate,0,None,None,False,0
2024-11-30,26.4732,95.6957,Assam,Nagaon,1.4,21.1,58.9,162,5.0,Alluvial,4.5,Good,High,0,None,None,False,8
2024-11-30,25.5419,91.6495,Meghalaya,West Garo Hills,3.9,25.1,65.7,165,4.5,Laterite,3.18,Good,High,0,None,None,False,31
2024-12-01,27.8535,88.5873,Sikkim,South Sikkim,0.4,3.7,45.2,4456,16.1,Forest Soil,6.15,Good,Moderate,0,None,None,False,12
2024-12-01,25.2843,91.432,Meghalaya,East Khasi Hills,0.5,19.7,74.2,1263,17.4,Alluvial,2.55,Good,Low,0,None,None,False,16
2024-12-02,24.1298,92.9585,Mizoram,Champhai,2.6,12.7,40.9,1806,20.7,Clayey,2.24,Good,Low,0,None,None,False,14
2024-12-02,25.0985,91.5519,Assam,Barpeta,8.9,17.4,63.4,70,1.9,Clayey,3.59,Good,Low,1,None,None,False,17
2024-12-02,27.533,88.8105,Sikkim,West Sikkim,2.5,11.6,27.6,3835,16.8,Forest Soil,3.48,Poor,Moderate,8,Fallen Tree,Medium,False,83
2024-12-03,26.4504,93.7156,Nagaland,Tuensang,0.6,13.3,61.6,1271,13.5,Clayey,4.4,Good,Low,0,None,None,False,16
2024-12-04,23.2379,92.9782,Mizoram,Lunglei,3.6,15.9,65.4,1105,10.5,Sandy Loam,3.39,Good,Moderate,0,None,None,False,7
2024-12-04,24.3185,94.6548,Manipur,Tamenglong,1.6,7.2,58.6,1742,22.2,Sandy Loam,4.46,Good,Low,1,None,None,False,16
2024-12-04,26.9824,94.5022,Nagaland,Mon,1.2,10.8,46.1,635,3.5,Laterite,5.07,Fair,Moderate,1,None,None,False,0
2024-12-04,25.5686,92.5519,Meghalaya,Ri Bhoi,0.1,15.4,46.1,350,9.2,Alluvial,2.83,Poor,High,4,Traffic Jam,Medium,True,316
2024-12-04,27.9851,88.3832,Sikkim,East Sikkim,0.5,17.5,60.2,3617,24.0,Mountain Soil,2.44,Poor,High,1,Fallen Tree,Low,False,56
2024-12-05,24.0539,92.5904,Mizoram,Mamit,0.2,16.9,47.0,1389,20.9,Forest Soil,3.72,Fair,Moderate,2,None,None,False,4
2024-12-05,24.7275,94.3663,Manipur,Imphal East,0.8,22.7,51.7,1264,0.0,Laterite,4.74,Damaged,Moderate,5,Fallen Tree,Critical,True,162
2024-12-05,23.9699,91.8078,Tripura,North Tripura,0.2,17.9,60.3,524,2.8,Red Loamy,1.97,Good,Low,1,None,None,False,17
2024-12-06,28.12,94.6249,Arunachal Pradesh,Lohit,1.6,26.3,47.4,1173,7.6,Forest Soil,3.57,Good,Low,1,None,None,False,0
2024-12-07,24.0187,93.9959,Manipur,Tamenglong,3.7,21.6,42.0,798,0.0,Mountain Soil,2.15,Good,Moderate,0,None,None,False,13
2024-12-07,26.9516,94.6574,Nagaland,Wokha,7.2,19.2,41.8,1065,11.5,Red Loamy,2.86,Good,Moderate,1,None,None,False,0
2024-12-07,22.8771,92.8975,Mizoram,Lunglei,0.4,14.7,66.4,1837,18.8,Laterite,4.02,Fair,Low,0,None,None,False,3
2024-12-08,26.0596,93.7863,Nagaland,Mon,0.9,15.8,34.2,1056,0.0,Clayey,2.8,Good,Moderate,0,None,None,False,6
2024-12-09,27.139,96.3319,Arunachal Pradesh,Papum Pare,0.4,15.3,56.2,1216,0.0,Forest Soil,3.63,Good,Low,0,None,None,False,4
2024-12-09,23.2761,91.4997,Tripura,Gomati,0.2,15.1,60.2,569,0.9,Mountain Soil,3.9,Good,Low,1,None,None,False,10
2024-12-09,26.0434,90.4407,Meghalaya,Jaintia Hills,0.5,16.7,43.3,1577,14.1,Red Loamy,5.15,Fair,Low,0,None,None,False,18
2024-12-10,23.5842,92.9579,Mizoram,Champhai,0.1,24.8,58.4,871,12.3,Red Loamy,1.98,Fair,Low,2,None,None,False,21
2024-12-10,25.3791,91.5597,Meghalaya,Jaintia Hills,0.7,20.1,60.3,1887,0.0,Red Loamy,4.65,Poor,High,2,Traffic Jam,Medium,False,47
2024-12-10,23.6734,91.234,Tripura,Gomati,4.2,31.6,52.5,117,3.6,Red Loamy,4.76,Good,Moderate,0,None,None,False,9
2024-12-10,23.7092,91.8449,Tripura,Khowai,2.3,10.3,61.4,805,9.8,Sandy Loam,2.06,Fair,Moderate,0,None,None,False,16
2024-12-10,24.8583,93.6205,Assam,Barpeta,0.4,24.2,55.8,188,10.1,Forest Soil,2.47,Good,Low,2,None,None,False,10
2024-12-10,27.4977,88.4597,Sikkim,West Sikkim,4.5,0.4,63.5,2533,7.6,Alluvial,3.49,Good,Moderate,2,None,None,False,16
2024-12-11,26.2334,95.9343,Assam,Nagaon,3.4,21.3,40.1,147,0.0,Clayey,2.23,Fair,Moderate,2,None,None,False,0
2024-12-11,25.0674,90.589,Meghalaya,East Khasi Hills,0.1,18.5,34.6,1097,0.7,Alluvial,1.93,Good,Low,0,None,None,False,8
2024-12-11,27.7714,88.7101,Sikkim,South Sikkim,1.1,8.4,56.6,1774,12.0,Laterite,3.46,Good,Moderate,1,None,None,False,14
2024-12-11,27.6262,88.4345,Sikkim,North Sikkim,0.1,22.1,55.2,3950,38.0,Red Loamy,4.7,Good,Low,0,None,None,False,6
2024-12-12,25.4294,93.271,Manipur,Imphal West,7.5,25.0,61.1,1212,15.0,Alluvial,3.52,Good,Low,1,None,None,False,20
2024-12-12,24.0325,91.9813,Tripura,North Tripura,3.5,13.1,40.2,160,13.5,Alluvial,3.11,Fair,Moderate,1,None,None,False,15
2024-12-13,26.3045,93.1566,Assam,Kamrup,3.7,10.4,62.6,71,0.0,Clayey,3.1,Fair,Moderate,0,None,None,False,7
2024-12-14,27.6032,88.7867,Sikkim,South Sikkim,0.1,9.4,32.6,1759,28.0,Red Loamy,4.77,Fair,Low,0,None,None,False,10
2024-12-14,22.1295,92.4625,Mizoram,Serchhip,1.4,27.0,62.7,716,24.2,Red Loamy,5.6,Good,Moderate,0,None,None,False,11
2024-12-14,25.227,90.3637,Meghalaya,Ri Bhoi,0.0,10.4,69.4,1038,0.5,Mountain Soil,5.35,Good,Low,0,None,None,False,1
2024-12-14,27.1187,88.0893,Sikkim,West Sikkim,1.5,4.4,61.8,3881,22.0,Laterite,3.6,Good,Low,1,None,None,False,16
2024-12-14,24.3324,91.3815,Tripura,West Tripura,1.1,12.7,54.5,640,18.3,Forest Soil,3.25,Good,Moderate,2,None,None,False,5
2024-12-14,24.2026,93.1266,Mizoram,Kolasib,3.6,16.9,36.8,1273,5.6,Forest Soil,6.0,Good,Moderate,0,None,None,False,14
2024-12-15,26.3508,93.5015,Assam,Kamrup,1.8,15.3,37.4,185,0.0,Laterite,4.94,Good,Moderate,0,None,None,False,3
2024-12-15,23.0134,92.8935,Mizoram,Lunglei,8.1,13.0,30.4,1664,16.0,Red Loamy,3.16,Poor,Low,2,Bridge Damage,Medium,False,62
2024-12-16,25.5488,94.6717,Manipur,Imphal West,0.7,19.4,71.4,1400,8.1,Red Loamy,5.01,Good,Low,1,None,None,False,16
2024-12-16,24.1936,93.6006,Manipur,Ukhrul,0.8,14.5,61.9,1392,4.6,Laterite,3.52,Good,Low,0,None,None,False,16
2024-12-17,24.8991,92.9731,Assam,Barpeta,6.5,24.5,62.0,138,11.9,Clayey,4.09,Good,Low,1,None,None,False,17
2024-12-17,25.3596,91.155,Assam,Nagaon,1.1,10.9,38.0,171,0.0,Forest Soil,2.35,Good,Moderate,0,None,None,False,15
2024-12-18,24.8865,93.033,Manipur,Tamenglong,0.5,19.7,83.9,1063,15.5,Laterite,1.2,Under Construction,High,5,Fog/Visibility,Low,False,77
2024-12-18,23.9806,92.5113,Mizoram,Champhai,16.1,13.9,50.3,1256,5.4,Clayey,3.93,Good,Low,0,None,None,False,21
2024-12-19,29.1778,92.8616,Arunachal Pradesh,Changlang,6.1,15.8,61.5,408,6.9,Forest Soil,1.14,Fair,High,1,None,None,False,6
2024-12-19,27.0828,88.6471,Sikkim,North Sikkim,0.1,7.9,53.3,1525,15.0,Red Loamy,3.91,Fair,Low,0,None,None,False,9
2024-12-20,25.7557,91.5429,Assam,Jorhat,2.4,16.2,61.6,86,7.6,Mountain Soil,1.76,Good,High,1,None,None,False,17
2024-12-20,27.6474,88.367,Sikkim,North Sikkim,3.7,6.8,55.0,3034,12.5,Forest Soil,0.5,Fair,Low,0,None,None,False,6
2024-12-20,25.4044,93.9377,Manipur,Senapati,3.0,8.7,54.8,1936,7.3,Laterite,4.83,Fair,High,0,None,None,False,17
2024-12-21,26.2623,94.4673,Nagaland,Dimapur,2.6,24.7,70.0,388,18.8,Forest Soil,3.9,Good,Moderate,1,None,None,False,20
2024-12-21,25.365,89.8585,Meghalaya,East Khasi Hills,0.0,18.8,23.3,226,0.0,Red Loamy,3.23,Good,Moderate,0,None,None,False,12
2024-12-22,26.1642,94.1304,Nagaland,Dimapur,3.1,13.0,60.7,1807,18.6,Sandy Loam,3.69,Good,Low,1,None,None,False,9
2024-12-23,26.0533,90.4663,Meghalaya,Ri Bhoi,8.4,18.9,58.0,362,5.9,Clayey,5.15,Fair,Moderate,1,None,None,False,12
2024-12-23,26.5154,94.4821,Nagaland,Kohima,0.9,17.6,35.1,256,4.0,Clayey,1.57,Fair,Moderate,0,None,None,False,20
2024-12-24,29.2193,94.6455,Arunachal Pradesh,Changlang,1.9,18.3,34.7,2299,16.2,Red Loamy,3.83,Good,Moderate,1,None,None,False,19
2024-12-24,25.2592,93.8627,Nagaland,Kohima,0.0,19.9,72.2,1767,18.2,Clayey,4.61,Good,Low,0,None,None,False,15
2024-12-25,25.053,94.1337,Assam,Jorhat,0.8,19.1,52.3,169,12.8,Clayey,2.82,Good,Low,0,None,None,False,0
2024-12-25,23.919,94.3454,Manipur,Imphal East,2.7,15.3,55.7,1228,8.9,Laterite,2.42,Good,Moderate,1,None,None,False,15
2024-12-25,27.5123,88.696,Sikkim,North Sikkim,0.4,11.7,65.6,4142,40.1,Laterite,5.22,Poor,Low,6,Fallen Tree,Low,False,73
2024-12-25,25.8661,92.4263,Meghalaya,Jaintia Hills,4.0,19.3,67.9,1835,12.2,Forest Soil,1.74,Poor,High,5,Fog/Visibility,Medium,False,38
2024-12-26,27.2775,88.7857,Sikkim,West Sikkim,0.1,23.0,69.3,1009,6.1,Forest Soil,4.11,Good,Low,1,None,None,False,6
2024-12-26,23.2865,92.1062,Tripura,Dhalai,2.1,29.2,25.9,175,0.0,Clayey,3.53,Good,High,1,None,None,False,8
2024-12-26,25.38,93.4674,Manipur,Imphal East,8.9,22.8,60.2,904,2.5,Alluvial,2.46,Fair,Low,0,None,None,False,15
2024-12-26,25.7209,90.5966,Meghalaya,East Khasi Hills,7.1,18.4,59.0,285,0.0,Forest Soil,2.93,Good,Moderate,0,None,None,False,0
2024-12-26,23.3972,93.0103,Mizoram,Kolasib,3.3,22.4,64.8,1651,8.7,Red Loamy,3.13,Fair,Low,1,None,None,False,0
2024-12-27,28.8571,95.1104,Arunachal Pradesh,Changlang,0.5,16.8,57.6,2511,5.5,Red Loamy,2.38,Fair,Low,2,None,None,False,0
2024-12-27,26.0116,90.3339,Meghalaya,East Khasi Hills,8.9,18.8,49.9,940,9.7,Sandy Loam,1.97,Fair,Moderate,1,None,None,False,9
2024-12-27,26.2958,94.0824,Nagaland,Mon,1.1,20.6,41.4,1052,11.6,Clayey,4.34,Good,Moderate,0,None,None,False,0
2024-12-27,26.5349,93.8309,Nagaland,Kohima,5.2,20.4,69.1,436,9.7,Mountain Soil,3.37,Good,Moderate,0,None,None,False,7
2024-12-27,26.6904,93.6789,Nagaland,Mon,1.2,23.5,55.4,1143,17.6,Laterite,1.96,Fair,Low,1,None,None,False,0
2024-12-27,24.7464,93.5974,Manipur,Ukhrul,4.1,24.8,55.1,1217,18.3,Alluvial,3.5,Good,Low,0,None,None,False,20
2024-12-27,24.0746,94.4311,Manipur,Senapati,4.7,14.8,49.1,1317,12.6,Alluvial,5.48,Damaged,Moderate,3,Bridge Damage,Low,True,160
2024-12-27,27.7225,88.7067,Sikkim,West Sikkim,2.8,6.5,71.7,2607,26.3,Forest Soil,3.37,Good,Low,0,None,None,False,4
2024-12-27,25.2036,93.5872,Nagaland,Wokha,2.8,17.9,63.8,464,8.0,Forest Soil,2.86,Good,Low,0,None,None,False,0
2024-12-28,23.7918,91.9484,Tripura,North Tripura,4.3,15.8,63.1,601,6.8,Clayey,2.48,Good,Low,1,None,None,False,10
2024-12-29,25.5454,93.8235,Nagaland,Tuensang,15.0,29.9,61.0,395,0.0,Clayey,4.58,Good,Low,0,None,None,False,7
2024-12-29,25.3304,93.5944,Manipur,Imphal West,1.0,28.4,43.9,1150,0.3,Sandy Loam,4.53,Good,Moderate,0,None,None,False,9
2024-12-29,26.3278,93.4544,Nagaland,Mon,0.1,14.8,50.6,1784,14.1,Clayey,3.0,Fair,Low,0,None,None,False,10
2024-12-30,23.5327,92.5577,Mizoram,Serchhip,2.4,16.4,45.3,1773,5.0,Laterite,1.66,Good,Low,0,None,None,False,3
2024-12-30,24.1029,92.5195,Mizoram,Serchhip,9.3,23.1,64.6,1301,18.0,Alluvial,2.6,Fair,Low,0,None,None,False,7
2024-12-30,27.9438,88.8979,Sikkim,East Sikkim,0.1,13.6,69.6,1314,4.0,Red Loamy,2.26,Good,High,0,None,None,False,18
2024-12-31,25.9026,91.6986,Meghalaya,West Garo Hills,0.5,22.5,60.1,1321,0.0,Red Loamy,2.09,Fair,High,1,None,None,False,0
2024-12-31,27.1397,88.3488,Sikkim,West Sikkim,5.6,5.7,44.8,3801,19.0,Clayey,5.47,Poor,High,5,Fallen Tree,Low,True,358
2025-01-01,28.8152,93.2653,Arunachal Pradesh,Changlang,1.1,26.7,46.0,577,0.0,Forest Soil,3.19,Good,Moderate,0,None,None,False,21
2025-01-01,24.1334,92.21,Mizoram,Lunglei,2.2,21.6,65.8,570,2.4,Clayey,1.7,Fair,Moderate,0,None,None,False,3
2025-01-01,25.2136,90.4529,Meghalaya,East Khasi Hills,0.4,23.0,63.0,1493,15.6,Clayey,4.61,Fair,Low,0,None,None,False,24
2025-01-01,26.0761,91.8229,Meghalaya,South Garo Hills,4.8,14.2,67.8,1780,23.8,Forest Soil,5.35,Fair,Moderate,2,None,None,False,17
2025-01-02,27.1826,92.3949,Arunachal Pradesh,West Kameng,7.3,23.5,67.0,1730,2.9,Sandy Loam,4.63,Good,Moderate,0,None,None,False,19
2025-01-02,24.5491,93.7533,Assam,Nagaon,1.8,9.1,49.7,145,0.0,Clayey,4.2,Damaged,Low,2,Traffic Jam,Medium,True,266
2025-01-03,27.0536,95.9925,Assam,Cachar,1.0,22.1,49.9,87,0.0,Mountain Soil,3.31,Poor,Moderate,3,Traffic Jam,High,False,68
2025-01-03,26.0971,94.4521,Nagaland,Wokha,0.3,14.7,38.8,493,14.2,Mountain Soil,2.59,Good,High,0,None,None,False,5
2025-01-03,22.7546,92.3578,Mizoram,Serchhip,0.0,20.0,57.3,1152,0.0,Mountain Soil,2.41,Fair,Low,0,None,None,False,0
2025-01-03,23.1193,91.3078,Tripura,West Tripura,2.5,16.2,66.0,63,0.0,Laterite,2.48,Good,Moderate,0,None,None,False,6
2025-01-03,22.9377,92.5149,Mizoram,Serchhip,9.4,16.4,53.4,784,2.2,Clayey,5.14,Fair,Low,1,None,None,False,6
2025-01-04,29.3274,97.0217,Arunachal Pradesh,West Kameng,0.0,9.9,35.9,1997,14.0,Forest Soil,2.02,Good,Moderate,1,None,None,False,10
2025-01-04,25.263,94.5602,Manipur,Imphal East,0.7,12.2,54.0,1399,7.4,Red Loamy,3.44,Fair,Low,1,None,None,False,0
2025-01-04,25.2885,94.1382,Nagaland,Kohima,0.7,20.7,49.0,1013,14.3,Clayey,1.45,Good,Moderate,1,None,None,False,13
2025-01-05,27.4681,90.6438,Assam,Cachar,0.0,19.3,56.6,139,0.0,Laterite,2.81,Good,Low,0,None,None,False,5
2025-01-05,23.8475,92.3463,Mizoram,Aizawl,0.0,11.4,61.3,1607,11.5,Mountain Soil,2.63,Fair,Low,0,None,None,False,5
2025-01-05,25.8783,90.6015,Meghalaya,East Khasi Hills,0.5,15.5,20.3,577,3.2,Laterite,3.85,Good,Low,0,None,None,False,12
2025-01-05,22.0853,92.3455,Mizoram,Mamit,2.8,16.2,67.9,1373,3.6,Red Loamy,2.31,Good,Low,0,None,None,False,10
2025-01-05,25.2641,95.0777,Nagaland,Tuensang,0.7,22.4,59.2,1255,11.1,Red Loamy,3.25,Good,Moderate,2,None,None,False,13
2025-01-05,28.8053,91.6636,Arunachal Pradesh,West Kameng,0.1,21.8,27.2,359,2.6,Alluvial,4.04,Fair,High,1,None,None,False,15
2025-01-06,22.2502,93.3425,Mizoram,Champhai,0.1,13.2,60.6,1387,8.6,Sandy Loam,3.86,Fair,Low,0,None,None,False,0
2025-01-07,28.6464,92.8069,Arunachal Pradesh,East Siang,1.5,10.7,47.2,2729,4.4,Sandy Loam,4.52,Fair,Low,0,None,None,False,12
2025-01-07,22.1988,92.9416,Mizoram,Lunglei,0.3,7.2,48.6,1805,10.9,Clayey,4.9,Good,Low,0,None,None,False,10
2025-01-07,25.4595,91.7569,Assam,Cachar,1.7,20.0,52.4,144,0.0,Laterite,3.81,Fair,Moderate,0,None,None,False,13
2025-01-07,25.7423,94.4911,Nagaland,Dimapur,4.4,25.3,43.5,821,1.0,Clayey,4.07,Good,Low,0,None,None,False,0
2025-01-07,26.6725,94.6882,Arunachal Pradesh,Tawang,0.1,8.1,62.3,2397,13.9,Forest Soil,3.25,Good,High,0,None,None,False,5
2025-01-08,22.6755,93.2082,Mizoram,Serchhip,1.8,11.3,39.2,1050,9.2,Sandy Loam,0.98,Good,Low,0,None,None,False,8
2025-01-08,24.9461,91.7677,Assam,Jorhat,1.5,18.6,54.5,98,0.0,Red Loamy,3.31,Fair,Low,0,None,None,False,4
2025-01-08,24.355,94.4358,Manipur,Imphal West,2.2,15.2,56.0,964,0.0,Laterite,2.02,Good,Low,1,None,None,False,18
2025-01-08,24.4634,91.1946,Tripura,Dhalai,2.6,20.1,36.2,656,0.0,Alluvial,5.55,Poor,Moderate,2,Fog/Visibility,Medium,False,118
2025-01-08,23.6618,91.4814,Tripura,North Tripura,0.8,24.7,75.2,333,16.0,Alluvial,1.25,Fair,High,0,None,None,False,4
2025-01-08,28.5314,95.5602,Arunachal Pradesh,East Siang,0.8,16.4,34.9,2173,21.3,Sandy Loam,3.4,Fair,High,0,None,None,False,11
2025-01-08,27.4746,94.8692,Arunachal Pradesh,East Siang,3.1,18.9,76.8,226,9.2,Red Loamy,3.49,Good,Moderate,1,None,None,False,27
2025-01-09,23.5392,93.2627,Mizoram,Serchhip,1.6,12.2,43.7,1593,15.7,Sandy Loam,4.27,Good,Low,0,None,None,False,6
2025-01-09,26.7209,93.4546,Assam,Barpeta,2.1,25.2,61.6,79,9.2,Mountain Soil,3.72,Good,Low,0,None,None,False,8
2025-01-09,24.1675,92.8717,Mizoram,Serchhip,0.1,22.4,54.5,1039,0.0,Mountain Soil,1.18,Fair,Low,0,None,None,False,17
2025-01-09,25.757,90.2074,Meghalaya,Jaintia Hills,7.0,15.0,57.0,353,4.8,Red Loamy,3.36,Good,Low,0,None,None,False,18
2025-01-10,29.1466,92.6121,Arunachal Pradesh,Tawang,0.2,9.5,61.0,2456,13.7,Clayey,5.17,Good,Moderate,1,None,None,False,8
2025-01-10,24.157,93.7288,Manipur,Senapati,0.6,16.9,66.2,1249,7.1,Alluvial,2.66,Good,High,0,None,None,False,11
2025-01-10,26.4175,95.8267,Assam,Kamrup,0.5,16.3,79.5,190,12.7,Forest Soil,3.38,Good,Moderate,0,None,None,False,14
2025-01-12,25.7292,90.8415,Meghalaya,West Garo Hills,4.8,25.2,77.4,1522,16.7,Red Loamy,2.81,Fair,Moderate,1,None,None,False,3
2025-01-12,24.4218,92.6414,Mizoram,Serchhip,1.9,12.6,67.8,1536,13.4,Alluvial,3.13,Good,Low,1,None,None,False,3
2025-01-12,25.9733,90.4941,Meghalaya,South Garo Hills,17.1,23.7,63.5,857,27.7,Mountain Soil,2.56,Good,Moderate,0,None,None,False,17
2025-01-13,24.3185,91.3999,Tripura,Gomati,1.2,26.8,64.9,226,0.0,Alluvial,1.01,Good,Low,2,None,None,False,6
2025-01-13,25.0092,93.9339,Manipur,Ukhrul,2.5,19.0,64.9,1194,18.5,Forest Soil,3.59,Poor,High,8,Fog/Visibility,Medium,False,35
2025-01-13,27.4396,95.3274,Arunachal Pradesh,Changlang,3.0,9.3,58.3,2162,3.3,Mountain Soil,3.08,Fair,Moderate,0,None,None,False,10
2025-01-14,24.6561,93.5139,Manipur,Churachandpur,1.0,15.5,54.2,1122,11.3,Mountain Soil,4.84,Good,Low,1,None,None,False,4
2025-01-14,22.7742,92.5549,Mizoram,Aizawl,2.5,22.5,58.6,1291,1.8,Forest Soil,2.81,Fair,High,0,None,None,False,7
2025-01-14,24.0084,92.7205,Mizoram,Serchhip,1.1,17.2,66.5,1826,11.9,Clayey,2.23,Good,High,1,None,None,False,20
2025-01-15,27.1694,88.858,Sikkim,East Sikkim,5.6,9.9,67.6,4205,33.1,Laterite,2.8,Fair,Low,2,None,None,False,12
2025-01-15,24.1008,91.3085,Tripura,North Tripura,1.7,19.1,41.9,71,0.0,Red Loamy,3.75,Good,Low,1,None,None,False,13
2025-01-16,27.2857,92.9347,Arunachal Pradesh,West Kameng,1.4,15.0,56.4,1804,14.8,Red Loamy,1.13,Good,High,0,None,None,False,10
2025-01-16,23.2923,91.752,Tripura,Khowai,4.3,18.2,62.0,641,2.8,Mountain Soil,3.65,Good,High,0,None,None,False,4
2025-01-17,25.2531,93.0603,Manipur,Ukhrul,1.2,21.6,56.8,1618,6.2,Laterite,5.5,Good,Moderate,0,None,None,False,8
2025-01-17,25.1897,91.9779,Meghalaya,South Garo Hills,0.3,21.9,43.0,256,0.0,Mountain Soil,3.08,Fair,Low,1,None,None,False,15
2025-01-17,25.5295,94.2938,Assam,Barpeta,5.0,30.7,46.1,140,0.0,Laterite,2.29,Good,Low,0,None,None,False,21
2025-01-17,25.7576,90.2205,Meghalaya,West Garo Hills,6.7,20.3,50.4,777,2.9,Forest Soil,3.03,Good,High,0,None,None,False,0
2025-01-17,25.4218,94.6404,Manipur,Senapati,4.4,11.6,36.8,1247,6.1,Alluvial,0.51,Good,Low,0,None,None,False,10
2025-01-18,25.8051,90.3563,Meghalaya,Ri Bhoi,0.0,23.9,47.2,1138,20.7,Alluvial,2.41,Good,Low,0,None,None,False,16
2025-01-18,22.458,92.6436,Mizoram,Champhai,6.7,12.1,39.0,1594,2.9,Mountain Soil,4.17,Good,Moderate,1,None,None,False,9
2025-01-18,26.3623,94.5214,Nagaland,Kohima,1.8,4.6,61.7,1366,0.0,Sandy Loam,0.91,Fair,Low,0,None,None,False,17
2025-01-18,23.4924,92.3944,Mizoram,Lunglei,0.8,16.4,42.2,1084,6.0,Sandy Loam,3.76,Good,Low,1,None,None,False,10
2025-01-18,23.1659,91.4993,Tripura,West Tripura,0.8,12.5,54.3,846,4.8,Sandy Loam,4.69,Good,High,1,None,None,False,20
2025-01-18,22.7109,92.642,Mizoram,Champhai,1.2,27.3,67.0,610,0.3,Clayey,1.86,Fair,Low,0,None,None,False,8
2025-01-19,21.9353,92.5314,Mizoram,Kolasib,2.8,18.0,69.4,1780,3.5,Laterite,1.92,Good,Low,0,None,None,False,0
2025-01-19,27.144,93.3919,Assam,Cachar,0.5,20.3,64.8,162,6.9,Mountain Soil,4.59,Fair,Moderate,0,None,None,False,0
2025-01-19,26.7072,91.0338,Assam,Sonitpur,0.7,23.4,51.4,54,0.0,Red Loamy,7.23,Good,Moderate,2,None,None,False,0
2025-01-19,25.5007,89.9882,Meghalaya,Ri Bhoi,0.1,20.0,69.2,198,0.0,Forest Soil,3.17,Fair,Moderate,1,None,None,False,11
2025-01-20,27.8872,88.2669,Sikkim,North Sikkim,2.6,8.8,72.8,2442,8.8,Laterite,1.0,Fair,Moderate,0,None,None,False,10
